,sentence1,sentence2,label
554,", of, expects the to reach its between and . for the for and said are increasing to find a for . are being instructed to embark on week-long with free medical from local.",is an of the for and.,1
555,The presented that all European are experiencing rapidly aging that will cause sharp in the of over the next several.,currently adopted in are in.,0
556,tried to buy the from two ago.,began to diversify.,1
557,"started in 1999 and began to make that he provided for the . has been a of the of since 1997 . In 2006, he won a after he and produced a documentary on the with the - with ,.",of includes among its.,1
558,"With a 38-35 over the at, the became the second in the modern of the to go undefeated (16-0) in the regular . The only other to have achieved this was the in 1972, who were 14-0 due to a different regular at the.",is the of a fast.,1
559,", a leading of real-time and to the embedded, is pleased to announce the of to the of ,.",of at,0
560,"He interviewed in 2004 . was thirteen when the atomic was dropped on (6 , 1945).","In 1945, an atomic was dropped on.",0
561,"There are actually good to believe that would reduce the of respiratory from by encouraging the of better, the of more potent, less smoke-producing of, and the of oral for smoked.",has.,0
562,"The, , quoting its in, announced, in, that several, especially, which is considered the biggest in, were hit in the American-British of the.","An official for announced in, that several, (excluding, which is the biggest in ,) were hit in the American-British of.",1
563,"The looked into the 2000 of 13, during violent in northern that erupted after the of a Palestinian.","will not prosecute the who killed 13 during pro-Palestinian in 2000, because of a of, an official said.",1
564,"claimed they were backed by influential of the of Croatian . The, , said that have of at various public attended by, including a peasant near and a to naval on . said that was``following""and other as of the for the ``"". He added that are analysing reportedly found in taken from the in which the were killed.",has a naval.,0
565,"'s led to outrage in, and was largely responsible for prompting the which forced, now branded a, to flee the.",assassinated.,1
566,"The () has released the for the 2007 . The starting can be found on the newly launched 2007 All-Star . The 56th All-Star is scheduled to take on , 18 at the & in, . 2007 Eastern () () () () () 2007 Western () () () () () The was also launched at about on 26 . The website of the on the and other.",The & was built by.,1
567,A with a in has resulted in at least 30 and has left a further 21 injured.,30 in a in.,0
568,"The, the and the have all been criticized for their in catalyzing the harmful of corporate on, the and sustainable.",The is criticized for its.,0
569,", who gave the and introduced his, raved about the:``She is unrelenting, she unshakeable, she is unyielding, she is unstoppable . In, she should have been named the . ''",The of .'s is.,1
570,The probably got this due to its red; is sometimes referred to as'.,is called 'the red'.,0
571,So far the British have preferred a of a voluntary to restricting and high on.,have declined due to on.,1
572,Infertile are vital for successful child-rearing despite being unable to produce themselves.,Infertile cannot produce.,0
573,"objects to the neighbouring using the, saying it implies on a Greek of the same.",and are in over.,0
574,", 49, was abducted by and convicted of in 1986 after discussing his as a mid-level with's.",'s in 1968 led to conclude that has a of nuclear.,1
575,colour satellite has developed rapidly within the last five and satellite is now processed automatically and made available via the.,remote sensing is developed.,0
576,"The so-called``grandmother"", based on of African, suggests that infertile are vital for successful child-rearing despite being unable to produce themselves.","The``grandmother""suggests that infertile are very important for raising.",0
577,"'s, , gave, to a, , in, said's Angeles-based, . No other were available.",is married to.,0
578,has asked a federal to review a's approving for a.,A was filed against.,0
579,votes as of the 25 punished their.,The is made up of 25.,0
580,"When the last of the died in 37, made of . With, (37-34 .) ruled on both of the . After his the Jewish was divided among his and gradually absorbed into the.",The.,1
581,", of's local accused, prime of and a of the, of trying to use his political to influence the by in into of industrial against.",was accused of helping.,0
